word,idx
UNK,0
the,1
of,2
and,3
one,4
in,5
a,6
to,7
zero,8
nine,9
two,10
is,11
as,12
eight,13
for,14
s,15
five,16
three,17
was,18
by,19
that,20
four,21
six,22
seven,23
with,24
on,25
are,26
it,27
from,28
or,29
his,30
an,31
be,32
this,33
which,34
at,35
he,36
also,37
not,38
have,39
were,40
has,41
but,42
other,43
their,44
its,45
first,46
they,47
some,48
had,49
all,50
more,51
most,52
can,53
been,54
such,55
many,56
who,57
new,58
used,59
there,60
after,61
when,62
into,63
american,64
time,65
these,66
only,67
see,68
may,69
than,70
world,71
i,72
b,73
would,74
d,75
no,76
however,77
between,78
about,79
over,80
years,81
states,82
people,83
war,84
during,85
united,86
known,87
if,88
called,89
use,90
th,91
system,92
often,93
state,94
so,95
history,96
will,97
up,98
while,99
where,100
city,101
being,102
english,103
then,104
any,105
both,106
under,107
out,108
made,109
well,110
her,111
e,112
number,113
government,114
them,115
m,116
later,117
since,118
him,119
part,120
name,121
c,122
century,123
through,124
because,125
x,126
university,127
early,128
life,129
british,130
year,131
like,132
same,133
including,134
became,135
example,136
day,137
each,138
even,139
work,140
language,141
although,142
several,143
form,144
john,145
u,146
national,147
very,148
much,149
g,150
french,151
before,152
general,153
what,154
t,155
against,156
n,157
high,158
links,159
could,160
based,161
those,162
now,163
second,164
de,165
music,166
another,167
large,168
she,169
f,170
external,171
german,172
different,173
modern,174
great,175
do,176
common,177
set,178
list,179
south,180
series,181
major,182
game,183
power,184
long,185
country,186
king,187
law,188
group,189
film,190
still,191
until,192
north,193
international,194
term,195
we,196
end,197
book,198
found,199
own,200
political,201
party,202
order,203
usually,204
president,205
church,206
you,207
death,208
theory,209
area,210
around,211
include,212
god,213
ii,214
way,215
did,216
military,217
population,218
using,219
though,220
small,221
following,222
within,223
non,224
human,225
left,226
main,227
among,228
point,229
r,230
due,231
p,232
considered,233
public,234
popular,235
computer,236
west,237
family,238
east,239
information,240
important,241
european,242
man,243
sometimes,244
right,245
old,246
free,247
word,248
without,249
last,250
us,251
members,252
given,253
times,254
roman,255
make,256
h,257
age,258
place,259
l,260
thus,261
science,262
case,263
become,264
systems,265
union,266
born,267
york,268
line,269
countries,270
does,271
isbn,272
st,273
control,274
various,275
others,276
house,277
article,278
island,279
should,280
led,281
back,282
period,283
player,284
europe,285
languages,286
central,287
water,288
few,289
western,290
home,291
began,292
generally,293
less,294
k,295
similar,296
written,297
original,298
best,299
must,300
according,301
school,302
france,303
air,304
single,305
force,306
v,307
land,308
groups,309
down,310
how,311
works,312
development,313
official,314
support,315
england,316
j,317
rather,318
data,319
space,320
greek,321
km,322
named,323
germany,324
just,325
games,326
said,327
version,328
late,329
earth,330
company,331
every,332
economic,333
short,334
published,335
black,336
army,337
off,338
london,339
million,340
body,341
field,342
christian,343
either,344
social,345
empire,346
o,347
developed,348
standard,349
court,350
service,351
kingdom,352
along,353
college,354
republic,355
sea,356
america,357
today,358
result,359
held,360
team,361
light,362
means,363
never,364
especially,365
third,366
further,367
character,368
forces,369
take,370
men,371
society,372
show,373
open,374
possible,375
fact,376
battle,377
took,378
former,379
books,380
soviet,381
river,382
children,383
having,384
good,385
local,386
current,387
son,388
process,389
natural,390
present,391
himself,392
islands,393
total,394
near,395
white,396
days,397
person,398
itself,399
seen,400
culture,401
little,402
above,403
software,404
largest,405
words,406
upon,407
level,408
father,409
created,410
side,411
red,412
references,413
press,414
full,415
region,416
almost,417
image,418
al,419
famous,420
play,421
came,422
role,423
once,424
certain,425
league,426
jewish,427
james,428
january,429
site,430
again,431
numbers,432
art,433
member,434
areas,435
movement,436
religious,437
type,438
march,439
community,440
story,441
played,442
production,443
released,444
center,445
rights,446
real,447
related,448
foreign,449
low,450
ancient,451
terms,452
view,453
source,454
act,455
minister,456
change,457
energy,458
produced,459
research,460
actor,461
making,462
civil,463
december,464
women,465
special,466
style,467
william,468
design,469
japanese,470
available,471
chinese,472
forms,473
canada,474
northern,475
died,476
class,477
living,478
next,479
particular,480
program,481
council,482
television,483
head,484
david,485
china,486
middle,487
established,488
hand,489
bc,490
far,491
july,492
function,493
position,494
y,495
built,496
george,497
band,498
together,499
w,500
latin,501
thought,502
eastern,503
charles,504
parts,505
instead,506
study,507
might,508
india,509
code,510
included,511
meaning,512
trade,513
per,514
june,515
least,516
half,517
model,518
economy,519
prime,520
traditional,521
always,522
capital,523
range,524
november,525
emperor,526
young,527
anti,528
final,529
text,530
players,531
uk,532
april,533
run,534
september,535
addition,536
radio,537
live,538
august,539
taken,540
note,541
italian,542
lost,543
nature,544
project,545
technology,546
spanish,547
october,548
recent,549
rate,550
won,551
true,552
value,553
uses,554
russian,555
est,556
wrote,557
effect,558
album,559
southern,560
africa,561
whose,562
top,563
historical,564
australia,565
catholic,566
particularly,567
self,568
structure,569
record,570
evidence,571
rule,572
themselves,573
influence,574
cases,575
subject,576
referred,577
continued,578
nations,579
below,580
rock,581
japan,582
com,583
song,584
throughout,585
names,586
female,587
title,588
therefore,589
our,590
office,591
star,592
paul,593
too,594
cities,595
february,596
independent,597
author,598
problem,599
species,600
education,601
done,602
philosophy,603
come,604
higher,605
originally,606
market,607
town,608
my,609
season,610
love,611
strong,612
israel,613
irish,614
writer,615
films,616
elements,617
robert,618
whether,619
despite,620
eventually,621
here,622
football,623
action,624
internet,625
individual,626
sound,627
network,628
described,629
practice,630
characters,631
re,632
royal,633
la,634
events,635
formed,636
commonly,637
base,638
received,639
african,640
problems,641
food,642
jews,643
able,644
male,645
typically,646
mass,647
complex,648
lower,649
includes,650
outside,651
legal,652
complete,653
significant,654
parliament,655
actually,656
business,657
fiction,658
physical,659
followed,660
deaths,661
key,662
leader,663
widely,664
page,665
basic,666
types,667
henry,668
elected,669
beginning,670
fire,671
building,672
independence,673
went,674
movie,675
aircraft,676
ever,677
canadian,678
material,679
births,680
video,681
news,682
future,683
scientific,684
simply,685
go,686
defined,687
laws,688
get,689
close,690
industry,691
specific,692
examples,693
believe,694
services,695
idea,696
method,697
introduced,698
points,699
return,700
cause,701
indian,702
britain,703
features,704
majority,705
size,706
post,707
lead,708
organization,709
cannot,710
designed,711
ireland,712
cross,713
classical,714
personal,715
writing,716
concept,717
associated,718
required,719
soon,720
changes,721
california,722
located,723
sense,724
believed,725
away,726
started,727
co,728
religion,729
mother,730
county,731
rules,732
studies,733
yet,734
find,735
knowledge,736
put,737
founded,738
policy,739
currently,740
provide,741
working,742
media,743
election,744
australian,745
me,746
thomas,747
allowed,748
russia,749
earlier,750
greater,751
limited,752
object,753
brought,754
online,755
association,756
lord,757
mostly,758
blue,759
constitution,760
across,761
added,762
interest,763
things,764
relations,765
speed,766
federal,767
singer,768
effects,769
growth,770
sources,771
your,772
remains,773
z,774
probably,775
gave,776
simple,777
attack,778
longer,779
reference,780
saint,781
success,782
killed,783
past,784
career,785
need,786
park,787
definition,788
say,789
etc,790
give,791
peace,792
chief,793
stories,794
security,795
wide,796
ball,797
saw,798
machine,799
better,800
cell,801
leading,802
becomes,803
spain,804
larger,805
products,806
parties,807
night,808
remained,809
prize,810
months,811
website,812
big,813
cultural,814
money,815
help,816
territory,817
private,818
moved,819
letter,820
wife,821
politics,822
lines,823
largely,824
contains,825
companies,826
lake,827
perhaps,828
green,829
already,830
dead,831
iii,832
library,833
separate,834
refer,835
makes,836
appeared,837
dutch,838
holy,839
era,840
novel,841
successful,842
italy,843
letters,844
results,845
matter,846
produce,847
origin,848
claim,849
whole,850
directly,851
attempt,852
actress,853
surface,854
revolution,855
highly,856
caused,857
status,858
musical,859
richard,860
commercial,861
division,862
color,863
health,864
coast,865
release,866
latter,867
authority,868
treaty,869
turn,870
michael,871
nation,872
direct,873
asia,874
edition,875
programming,876
playing,877
date,878
mary,879
native,880
whom,881
married,882
towards,883
issues,884
double,885
primary,886
basis,887
allow,888
enough,889
memory,890
reason,891
web,892
exist,893
provided,894
oil,895
course,896
functions,897
alexander,898
analysis,899
chemical,900
mid,901
replaced,902
queen,903
claims,904
tv,905
sun,906
literature,907
metal,908
amount,909
divided,910
blood,911
likely,912
access,913
average,914
length,915
smaller,916
medical,917
property,918
students,919
degree,920
elections,921
club,922
claimed,923
performance,924
director,925
digital,926
front,927
museum,928
difficult,929
tradition,930
nearly,931
schools,932
washington,933
gas,934
jesus,935
map,936
louis,937
rome,938
unit,939
baseball,940
mind,941
peter,942
mark,943
collection,944
product,945
congress,946
programs,947
changed,948
ideas,949
moon,950
entire,951
user,952
ground,953
records,954
frequently,955
increase,956
highest,957
sent,958
finally,959
board,960
don,961
notable,962
read,963
methods,964
recently,965
bit,966
involved,967
variety,968
call,969
democratic,970
ten,971
served,972
minor,973
hard,974
birth,975
objects,976
nuclear,977
increased,978
section,979
street,980
windows,981
relatively,982
car,983
move,984
create,985
returned,986
bank,987
conditions,988
operation,989
adopted,990
relationship,991
christ,992
hall,993
appear,994
rest,995
child,996
element,997
appears,998
takes,999
fall,1000
bbc,1001
animals,1002
existence,1003
discovered,1004
units,1005
know,1006
heavy,1007
assembly,1008
universe,1009
file,1010
smith,1011
numerous,1012
woman,1013
award,1014
mean,1015
behind,1016
liberal,1017
except,1018
scale,1019
bill,1020
operating,1021
active,1022
construction,1023
institute,1024
taking,1025
pressure,1026
san,1027
experience,1028
account,1029
engine,1030
brother,1031
primarily,1032
recorded,1033
joseph,1034
issue,1035
professional,1036
troops,1037
notes,1038
pope,1039
centre,1040
ice,1041
orthodox,1042
question,1043
something,1044
defense,1045
accepted,1046
grand,1047
mathematics,1048
event,1049
resources,1050
dr,1051
egypt,1052
derived,1053
applied,1054
paris,1055
powers,1056
running,1057
stage,1058
additional,1059
shows,1060
prince,1061
placed,1062
instance,1063
creation,1064
lived,1065
freedom,1066
alternative,1067
http,1068
hit,1069
magazine,1070
nobel,1071
engineering,1072
square,1073
mainly,1074
rise,1075
hold,1076
gold,1077
pre,1078
versions,1079
road,1080
report,1081
test,1082
operations,1083
frac,1084
older,1085
arts,1086
quite,1087
applications,1088
marriage,1089
proposed,1090
channel,1091
shown,1092
consists,1093
bible,1094
governor,1095
police,1096
articles,1097
ocean,1098
cost,1099
writers,1100
volume,1101
previous,1102
race,1103
cells,1104
scotland,1105
levels,1106
regions,1107
quickly,1108
properties,1109
duke,1110
normal,1111
techniques,1112
start,1113
songs,1114
ways,1115
introduction,1116
ability,1117
communist,1118
passed,1119
navy,1120
purpose,1121
approximately,1122
composer,1123
equal,1124
appointed,1125
committee,1126
ed,1127
centuries,1128
table,1129
forced,1130
lack,1131
individuals,1132
places,1133
chicago,1134
belief,1135
consider,1136
hebrew,1137
refers,1138
clear,1139
values,1140
dance,1141
agreement,1142
response,1143
temperature,1144
sexual,1145
comes,1146
faith,1147
environment,1148
paper,1149
climate,1150
carbon,1151
daughter,1152
electric,1153
www,1154
station,1155
ad,1156
speech,1157
sex,1158
ship,1159
evolution,1160
martin,1161
microsoft,1162
noted,1163
usa,1164
supported,1165
via,1166
industrial,1167
border,1168
feature,1169
christianity,1170
treatment,1171
motion,1172
management,1173
computers,1174
performed,1175
summer,1176
necessary,1177
intended,1178
miles,1179
calendar,1180
animal,1181
remain,1182
internal,1183
disease,1184
convention,1185
wars,1186
worked,1187
flight,1188
round,1189
acts,1190
kind,1191
multiple,1192
reading,1193
labour,1194
physics,1195
speaking,1196
users,1197
signed,1198
brown,1199
critical,1200
sir,1201
bridge,1202
mathematical,1203
billion,1204
sets,1205
translation,1206
regarded,1207
branch,1208
beyond,1209
von,1210
medicine,1211
ethnic,1212
polish,1213
write,1214
reached,1215
location,1216
conflict,1217
province,1218
sold,1219
remaining,1220
apple,1221
financial,1222
provides,1223
approach,1224
notably,1225
am,1226
administration,1227
heart,1228
stars,1229
campaign,1230
figure,1231
joined,1232
distribution,1233
theories,1234
port,1235
cut,1236
command,1237
tree,1238
models,1239
influenced,1240
distance,1241
conservative,1242
direction,1243
kings,1244
district,1245
why,1246
intelligence,1247
greece,1248
face,1249
q,1250
leaders,1251
cold,1252
guide,1253
activity,1254
humans,1255
opposition,1256
previously,1257
executive,1258
labor,1259
poor,1260
quality,1261
needed,1262
symbol,1263
logic,1264
extremely,1265
completely,1266
jean,1267
loss,1268
plan,1269
regular,1270
pacific,1271
vote,1272
contemporary,1273
allows,1274
department,1275
advanced,1276
edward,1277
occur,1278
powerful,1279
secret,1280
acid,1281
actual,1282
reported,1283
content,1284
unique,1285
gives,1286
poet,1287
context,1288
iron,1289
stated,1290
cover,1291
becoming,1292
poland,1293
justice,1294
prior,1295
fourth,1296
critics,1297
turned,1298
difference,1299
met,1300
weapons,1301
dark,1302
foundation,1303
na,1304
standards,1305
episode,1306
electronic,1307
address,1308
greatest,1309
musician,1310
usage,1311
fields,1312
featured,1313
training,1314
net,1315
scholars,1316
regional,1317
hours,1318
application,1319
inside,1320
unlike,1321
formal,1322
nd,1323
win,1324
describe,1325
ships,1326
sports,1327
churches,1328
resulting,1329
moving,1330
arabic,1331
et,1332
netherlands,1333
carried,1334
exchange,1335
failed,1336
reasons,1337
brain,1338
month,1339
shot,1340
continue,1341
responsible,1342
nor,1343
going,1344
format,1345
spread,1346
opposed,1347
org,1348
universal,1349
supreme,1350
scottish,1351
mexico,1352
architecture,1353
starting,1354
somewhat,1355
decision,1356
islamic,1357
argument,1358
oxford,1359
berlin,1360
activities,1361
keep,1362
views,1363
materials,1364
spoken,1365
biography,1366
potential,1367
technical,1368
pass,1369
kong,1370
follows,1371
declared,1372
attempts,1373
voice,1374
hands,1375
transport,1376
spirit,1377
indeed,1378
artist,1379
deal,1380
generation,1381
contain,1382
constant,1383
heat,1384
charge,1385
composed,1386
growing,1387
ended,1388
appearance,1389
cambridge,1390
geography,1391
represented,1392
le,1393
flag,1394
encyclopedia,1395
increasing,1396
possibly,1397
families,1398
seems,1399
el,1400
friends,1401
mission,1402
los,1403
dna,1404
upper,1405
look,1406
stations,1407
easily,1408
card,1409
principle,1410
academy,1411
identity,1412
equipment,1413
armed,1414
giving,1415
arab,1416
die,1417
global,1418
master,1419
christians,1420
extended,1421
announced,1422
reform,1423
positive,1424
comic,1425
muslim,1426
causes,1427
compared,1428
income,1429
choice,1430
arthur,1431
technique,1432
golden,1433
string,1434
cup,1435
protection,1436
attacks,1437
decided,1438
plant,1439
serious,1440
sign,1441
prevent,1442
immediately,1443
winter,1444
feet,1445
medieval,1446
fully,1447
efforts,1448
initially,1449
directed,1450
organizations,1451
exists,1452
extensive,1453
traditionally,1454
airport,1455
presence,1456
equivalent,1457
plants,1458
negative,1459
search,1460
argued,1461
deep,1462
fans,1463
austria,1464
link,1465
follow,1466
controlled,1467
alone,1468
valley,1469
combined,1470
signal,1471
occurs,1472
proved,1473
drive,1474
understanding,1475
imperial,1476
linear,1477
bay,1478
differences,1479
student,1480
van,1481
stone,1482
useful,1483
situation,1484
share,1485
serve,1486
distinct,1487
classic,1488
iv,1489
allowing,1490
effective,1491
mentioned,1492
solution,1493
drug,1494
require,1495
measure,1496
expected,1497
boy,1498
urban,1499
device,1500
citizens,1501
initial,1502
classes,1503
debate,1504
guitar,1505
secretary,1506
communities,1507
victory,1508
portuguese,1509
gained,1510
let,1511
nothing,1512
artists,1513
commission,1514
recognized,1515
horse,1516
relative,1517
judaism,1518
ford,1519
bass,1520
entirely,1521
teams,1522
actions,1523
conference,1524
weight,1525
fish,1526
hill,1527
represent,1528
politician,1529
begins,1530
completed,1531
writings,1532
gdp,1533
wing,1534
otherwise,1535
unknown,1536
aid,1537
ruled,1538
sites,1539
journal,1540
audio,1541
finland,1542
cards,1543
domestic,1544
behavior,1545
connected,1546
arms,1547
reaction,1548
earliest,1549
controversy,1550
mountain,1551
suggested,1552
trial,1553
attention,1554
containing,1555
workers,1556
principles,1557
sequence,1558
un,1559
host,1560
jerusalem,1561
literary,1562
cycle,1563
fuel,1564
officially,1565
reduced,1566
scientists,1567
travel,1568
figures,1569
americans,1570
prominent,1571
popularity,1572
fighting,1573
lincoln,1574
scene,1575
instruments,1576
structures,1577
ones,1578
increasingly,1579
frank,1580
iraq,1581
requires,1582
tend,1583
entry,1584
typical,1585
temple,1586
israeli,1587
statement,1588
track,1589
discussion,1590
says,1591
jack,1592
lives,1593
daily,1594
contrast,1595
goal,1596
frequency,1597
specifically,1598
rd,1599
impact,1600
winning,1601
fast,1602
review,1603
atlantic,1604
images,1605
texas,1606
description,1607
depending,1608
senate,1609
dynasty,1610
rich,1611
domain,1612
criticism,1613
islam,1614
importance,1615
inspired,1616
begin,1617
destroyed,1618
price,1619
friend,1620
jones,1621
contact,1622
mm,1623
entered,1624
devices,1625
closely,1626
invasion,1627
texts,1628
background,1629
mountains,1630
toward,1631
closed,1632
corporation,1633
wall,1634
removed,1635
afghanistan,1636
mythology,1637
zealand,1638
killing,1639
rare,1640
apollo,1641
jazz,1642
helped,1643
hong,1644
slightly,1645
quantum,1646
runs,1647
hot,1648
presidential,1649
attempted,1650
boston,1651
asked,1652
kept,1653
fixed,1654
dictionary,1655
agreed,1656
plays,1657
bishop,1658
alphabet,1659
determined,1660
sweden,1661
buildings,1662
traditions,1663
reign,1664
existing,1665
communications,1666
violence,1667
ages,1668
phase,1669
hydrogen,1670
controversial,1671
meant,1672
formation,1673
twenty,1674
thousands,1675
agriculture,1676
resulted,1677
movies,1678
occurred,1679
focus,1680
offered,1681
estimated,1682
heavily,1683
discovery,1684
mi,1685
tour,1686
comics,1687
zone,1688
ring,1689
connection,1690
develop,1691
governments,1692
aspects,1693
argue,1694
damage,1695
austrian,1696
albert,1697
ibm,1698
factors,1699
avoid,1700
combination,1701
combat,1702
pro,1703
affairs,1704
novels,1705
sum,1706
expansion,1707
doctrine,1708
competition,1709
hungary,1710
leadership,1711
category,1712
flow,1713
week,1714
genetic,1715
soldiers,1716
leaving,1717
opened,1718
os,1719
reports,1720
holds,1721
mac,1722
territories,1723
jackson,1724
step,1725
algorithm,1726
stop,1727
truth,1728
reality,1729
theorem,1730
fell,1731
room,1732
origins,1733
bob,1734
effort,1735
care,1736
instrument,1737
crown,1738
defeated,1739
democracy,1740
concepts,1741
hence,1742
picture,1743
permanent,1744
nazi,1745
protocol,1746
gun,1747
wikipedia,1748
tried,1749
fundamental,1750
professor,1751
planet,1752
christmas,1753
communication,1754
told,1755
topics,1756
presented,1757
identified,1758
beliefs,1759
statistics,1760
normally,1761
opening,1762
spent,1763
constitutional,1764
columbia,1765
annual,1766
subsequent,1767
evil,1768
extreme,1769
testament,1770
continues,1771
details,1772
gods,1773
supply,1774
institutions,1775
formula,1776
moral,1777
grew,1778
learning,1779
currency,1780
disk,1781
actors,1782
wanted,1783
fight,1784
defeat,1785
pronounced,1786
creating,1787
subsequently,1788
break,1789
output,1790
marked,1791
goods,1792
leave,1793
hardware,1794
cd,1795
broadcast,1796
bond,1797
thing,1798
environmental,1799
goes,1800
none,1801
decades,1802
forward,1803
expressed,1804
risk,1805
reach,1806
machines,1807
processes,1808
bodies,1809
census,1810
think,1811
lists,1812
glass,1813
organized,1814
pages,1815
murder,1816
vice,1817
angeles,1818
movements,1819
bush,1820
cultures,1821
respect,1822
meeting,1823
roughly,1824
stand,1825
fictional,1826
condition,1827
interpretation,1828
fantasy,1829
historians,1830
policies,1831
questions,1832
display,1833
copyright,1834
founder,1835
maintain,1836
lee,1837
mode,1838
positions,1839
fame,1840
import,1841
carry,1842
chosen,1843
linux,1844
swedish,1845
advantage,1846
raised,1847
observed,1848
receive,1849
formerly,1850
philosopher,1851
atoms,1852
server,1853
jpg,1854
sides,1855
brothers,1856
shortly,1857
resistance,1858
translated,1859
database,1860
super,1861
ch,1862
administrative,1863
message,1864
parents,1865
considerable,1866
shape,1867
target,1868
bad,1869
build,1870
extent,1871
plane,1872
understand,1873
tribes,1874
regarding,1875
mobile,1876
tower,1877
spring,1878
greatly,1879
studied,1880
brazil,1881
tax,1882
transportation,1883
characteristics,1884
wood,1885
railway,1886
screen,1887
needs,1888
equation,1889
piece,1890
chapter,1891
failure,1892
persian,1893
revolutionary,1894
respectively,1895
stock,1896
ordered,1897
pay,1898
chemistry,1899
proper,1900
split,1901
dog,1902
economics,1903
owned,1904
wave,1905
rates,1906
johnson,1907
doctor,1908
projects,1909
iran,1910
pp,1911
peoples,1912
philosophical,1913
match,1914
captain,1915
asian,1916
bring,1917
minutes,1918
symbols,1919
settlement,1920
bar,1921
relation,1922
covered,1923
seats,1924
awarded,1925
launched,1926
representation,1927
neither,1928
crime,1929
percent,1930
refused,1931
naval,1932
sister,1933
gain,1934
describes,1935
whereas,1936
ends,1937
perform,1938
satellite,1939
semi,1940
korea,1941
staff,1942
expression,1943
wild,1944
processing,1945
coming,1946
wales,1947
academic,1948
pieces,1949
comedy,1950
drugs,1951
chain,1952
occasionally,1953
manner,1954
purposes,1955
meet,1956
producer,1957
protestant,1958
mixed,1959
strength,1960
counter,1961
ray,1962
storage,1963
anything,1964
felt,1965
parallel,1966
mental,1967
spiritual,1968
occupied,1969
mr,1970
foot,1971
practical,1972
count,1973
towns,1974
saying,1975
easy,1976
electrical,1977
enemy,1978
speak,1979
inhabitants,1980
plans,1981
medium,1982
courts,1983
quarter,1984
village,1985
persons,1986
layer,1987
factor,1988
degrees,1989
granted,1990
fifth,1991
seat,1992
dialects,1993
sport,1994
pattern,1995
binary,1996
weeks,1997
composition,1998
got,1999
michigan,2000
selected,2001
pop,2002
widespread,2003
algebra,2004
magnetic,2005
blues,2006
alliance,2007
festival,2008
ft,2009
speakers,2010
authors,2011
crew,2012
core,2013
folk,2014
commonwealth,2015
legislative,2016
accept,2017
similarly,2018
divine,2019
achieved,2020
determine,2021
someone,2022
particles,2023
sector,2024
density,2025
influential,2026
dispute,2027
criminal,2028
newspaper,2029
supporters,2030
solar,2031
elizabeth,2032
contract,2033
offer,2034
traffic,2035
orders,2036
houses,2037
rivers,2038
awards,2039
principal,2040
der,2041
worldwide,2042
hitler,2043
files,2044
teaching,2045
apparently,2046
des,2047
gospel,2048
titles,2049
clearly,2050
providing,2051
universities,2052
hungarian,2053
publication,2054
suffered,2055
electricity,2056
camp,2057
cars,2058
doing,2059
crisis,2060
false,2061
issued,2062
perfect,2063
circle,2064
interface,2065
denmark,2066
legend,2067
nfl,2068
nevertheless,2069
ultimately,2070
solid,2071
contained,2072
extra,2073
surrounding,2074
throne,2075
setting,2076
sort,2077
standing,2078
oldest,2079
safety,2080
jordan,2081
measures,2082
plus,2083
danish,2084
agricultural,2085
pictures,2086
practices,2087
showing,2088
commander,2089
strip,2090
block,2091
maps,2092
fan,2093
recording,2094
maximum,2095
gulf,2096
celtic,2097
add,2098
distinction,2099
correct,2100
atomic,2101
reduce,2102
secondary,2103
everything,2104
lies,2105
root,2106
